"","state_name","pc_name","jcode","uniqueid","survey_date","cand_1","party_1","cand_2","party_2","cand_3","party_3","campaign_qual","spend_1","spend_2","spend_3","secret_1","secret_2","secret_3","secret_4","events_1","events_2","events_3","leaders_1","leaders_2","leaders_3","leaders_4","volunteers_1","volunteers_2","volunteers_3","bribe_qual","bribe_coded","target_qual","target_coded","win_1","win_2","win_3","actual_cand_name1","actual_cand_party1","actual_cand_voteshare1","actual_cand_name2","actual_cand_party2","actual_cand_voteshare2","actual_cand_name3","actual_cand_party3","actual_cand_voteshare3","in_sample","pc_num","pc_type","schedule_num","poll_date","resp_secret"
"473","Andhra Pradesh","Anantapur",488,"430-1",2014-05-03,"Anantha Venkatrami Reddy","YSRCP","J C Diwakar Reddy","TDP","Anil Kumar Choudary","INC","RALLIES, PAPER ADS, TV CHANNEL ADS, PAMPHLETS, AUTO ANNOUNCEMENTS","TDP","","","YSRCP","","","","TDP","","","TDP","","","","TDP","","","DISTRIBUTING DIRECT CASH, SAREES FOR LADIES","1,10","MINORITIES, OC KAPU, LADIES","28,29","TDP","","","J.C. DIVAKAR REDDI","TDP",50.3304405212402,"ANANTHA VENKATARAMIREDDY","YSRCP",45.2461051940918,"ANIL CHOWDARY.  P","INC",1.38242769241333,1,36,"GEN","8",2014-05-07,1
"474","Andhra Pradesh","Bapatla",489,"431-1",2014-05-03,"Sriram Malyadrd","TDP","Vardkotp Amruthapanr","YSRCP","R D Vilsom","JaSPa","CONDUCTING ROAD SHOWS, HOUSE TO HOUSE CAMPAIGNING, CANDIDATE ALONG WITH FAMILY IS GOING FOR CAMPAIGN. RALLIES WITH AUTO AND TWO WHEELERS IN A WIDE RANGE. DISTRIBUTING PAMPHLETS HOUSE TO HOUSE AND ON ROADS","TDP","","","TDP","","","","YSRCP","","","JaSPa","","","","TDP","","","BUYING VOTE FOR RS 1000, DWARKA MAHILA ORGANIZATIO MEMBERS GIVEN SAREES, LIQUOR DISTRIBUTION","1,3,10","MAHILA ORGANIZATIONS","29","YSRCP","","","MALYADRI SRIRAM","TDP",48.8036804199219,"VARIKUTI AMRUTHAPANI","YSRCP",46.0387763977051,"PANABAKA LAKSHMI","INC",1.94760572910309,NA,32,"SC","8",2014-05-07,1
"475","Andhra Pradesh","Bapatla",29,"432-1",2014-05-03,"Sriram Malyadri","TDP","Varpkotp Amruthapani","YSRCP","Parabaka Lakshmi","INC","RALLIES, ROAD SHOWS, VOICE SMS, MEETINGS","YSRCP","","","YSRCP","","","","YSRCP","","","INC","TDP","","","TDP","YSRCP","","GIFTS, CASH, LIQUOR","1,3,8","UNDER POVERTY LINE","12","TDP","","","MALYADRI SRIRAM","TDP",48.8036804199219,"VARIKUTI AMRUTHAPANI","YSRCP",46.0387763977051,"PANABAKA LAKSHMI","INC",1.94760572910309,NA,32,"SC","8",2014-05-07,1
"476","Andhra Pradesh","Rajampet",272,"433-1",2014-05-03,"Daggupati Purandeswari","NDA","Annaiah Gari Sai Pratap","INC","Peddi Reddy Midhun Reddy","YSRCP","RALLIES, MEETINGS, ROAD SHOWS","YSRCP","","","YSRCP","BJP","","","BJP","","","BJP","","","","YSRCP","","","MONEY","1","LOWER CLASS PEOPLE","","BJP","TDP","","P.V.MIDHUN REDDY","YSRCP",51.9505462646484,"D.  PURANDESWARI","BJP",36.862964630127,"G.MUJEEB HUSSAIN","JaSPa",5.16067695617676,1,41,"GEN","8",2014-05-07,1
"477","Andhra Pradesh","Rajampet",50,"434-1",2014-05-03,"Daggupati Purandeswari","NDA","Peddireddy Midhun Reddy","YSRCP","Annaiah Gari Sai Pratap","INC","RALLIES, PAMPHLETS, MEETINGS AT PARTY OFFICE, HOUSE TO HOUSE CAMPAIGNING, ROAD SHOWS","YSRCP","","","YSRCP","","","","YSRCP","","","BJP","","","","YSRCP","","","CASH, LIQUOR, BIRYANI PACKETS","1,2,3","MUSLIMS, LOW CASTE","5,22,23,24","YSRCP","","","P.V.MIDHUN REDDY","YSRCP",51.9505462646484,"D.  PURANDESWARI","BJP",36.862964630127,"G.MUJEEB HUSSAIN","JaSPa",5.16067695617676,1,41,"GEN","8",2014-05-07,1
"478","Andhra Pradesh","Khammam",71,"435-1",2014-04-27,"Shri Narayan","CPI","Shri Niwas Reddy","YSRCP","Mama Nageshwar Rao","TDP","CPI , YCP , TELUGU DESHSM - RALLEYAN HO RAHI HAI , POSTER BHI LAGAYE GAYE HAI , PUBLIC MEETING KAR R","YSRCP","TDP","","TDP","YSRCP","","","TDP","","","YSRCP","","","","TDP","","","TELUGU DESHAM ,YCP -PAISE OR SHRAB DIYE JA RAHE HAI","1,3","TELUGU DESHAM , YCP -MAHILA GROUP KO DIYE JA RAHE HAI, OR SABHI JATI KE LOGO KO DIYE JA RAHE HAI","17,29","YSRCP","","","PONGULETI  SRINIVASA REDDY","YSRCP",35.6714897155762,"NAMA NAGESWARA RAO","TDP",34.6592292785645,"KANKANALA NARAYANA","CPI",15.8638496398926,1,17,"GEN","7",2014-04-30,1
"479","Andhra Pradesh","Khammam",268,"436-1",2014-04-27,"Mama Nageshwar Rao","TDP","Shri Narayan","CPI","Shri Niwas Reddy","YSRCP","TDP , CPI ,YCP - RALLEYAN HO RAHI HAI , SABHAEN  HO RAHI HAI, GHAR GHAR JAKAR PARIVAARO SE MIL RAHE","YSRCP","","","YSRCP","","","","YSRCP","","","YSRCP","","","","TDP","","","YCP-PAISE BANT RAHA HAI","1","YCP - SABHI GAON OR SHAHRI GHARO MAI SABHI JATIYON KO BANTA JA RAHA HAI","17","YSRCP","","","PONGULETI  SRINIVASA REDDY","YSRCP",35.6714897155762,"NAMA NAGESWARA RAO","TDP",34.6592292785645,"KANKANALA NARAYANA","CPI",15.8638496398926,1,17,"GEN","7",2014-04-30,1
"480","Andhra Pradesh","Mahbubnagar",263,"437-1",2014-04-27,"Jaipalreddy","INC","Naagam Jaradhan Reddy","BJP","Jitender Reddy","TRS","CNG-PUMPLET, BANEER, MORCHA, BJP- BAITHAK, GHAR GHAR JAKAR, PRS - PUMPLET, BANNER , BAITHAK","INC","","","BJP","TRS","","","BJP","","","BJP","","","","BJP","","","CNG- PAISA DIYA JA RAHA HAI , PRS - PAISA DIYA JA RAHA HAI","1","CNG-GARIBO KO DIYA JA RAHA HAI ,","12","","","","AP JITHENDER REDDY","TRS",32.9353561401367,"JAIPAL REDDY SUDINI","INC",32.6801338195801,"DR. JANARDHAN REDDY NAGAM","BJP",26.8812580108643,1,11,"GEN","7",2014-04-30,1
"481","Andhra Pradesh","Mahbubnagar",8438,"438-1",2014-04-27,"Jaipal Reddy","INC","Naagam Jaradhan Reddy","BJP","Jitender Reddy","TRS","CNG - PUMPLET , MORCHA , BAITHAK , BJP - BANNER GHAR GHAR JATE HAI , PRS - BAITHAK , MORCHA, PUMPLET","INC","","","INC","","","","INC","","","INC","","","","INC","","","CNG- PAISA DIYA JA RAHA HAI","1","CNG- GARIB KO DIYA JA RAHA HAI","12","INC","","","AP JITHENDER REDDY","TRS",32.9353561401367,"JAIPAL REDDY SUDINI","INC",32.6801338195801,"DR. JANARDHAN REDDY NAGAM","BJP",26.8812580108643,1,11,"GEN","7",2014-04-30,1
"482","Andhra Pradesh","Bhongir",270,"439-1",2014-04-27,"Raj Gopal Reddy","INC","Naarsayya","TRS","Inredsena Reddy","BJP","RALLEYAN , DOOR TO DOOR, ROAD SHOW, PUBLIC MEETING","INC","","","INC","","","","INC","","","INC","","","","INC","","","CNG-PAISE OR SHARAB","1,3","CNG- RURAL ARIA MAI AAM JANTA KO SHAHRO MAI SLUM AIO MAI","2,13","INC","","","DR. BOORA NARSAIAH GOUD","TRS",36.9856491088867,"KOMATIREDDY RAJGOPAL REDDY","INC",34.4695243835449,"INDRASENA REDDY NALLU","BJP",15.1176252365112,1,14,"GEN","7",2014-04-30,1
"483","Andhra Pradesh","Bhongir",340,"440-1",2014-04-27,"Rajgopal","INC","Naarsayya","TRS","Indersena","BJP","DOOR TO DOOR, ROAD SHOW, POTER, PUMPLET , RALLEYAN , MONEY","INC","","","INC","","","","INC","","","INC","","","","INC","","","CNG-PAISE OR SHARAB","1,3","CNG- SHAHRO MAI SLUM ARIO MAIOR GAON MAI UNEDUCATED OR GARIB JANTA MAI","1,2,13","INC","","","DR. BOORA NARSAIAH GOUD","TRS",36.9856491088867,"KOMATIREDDY RAJGOPAL REDDY","INC",34.4695243835449,"INDRASENA REDDY NALLU","BJP",15.1176252365112,1,14,"GEN","7",2014-04-30,1
"484","Andhra Pradesh","Mahabubabad",8441,"441-1",2014-04-27,"Balram Nayak","INC","Sitaram Nayak","TRS","Mohan Lal","TDP","GADIYON SE GAON GAON JAKAR LOGO SE MILNA , AAM SABHA, RALLEYAN , DOOR TO DOOR","INC","","","INC","","","","INC","","","INC","","","","INC","","","CNG- PAISE","1","CNG- SHAHRO MAI SLUM ARIO MAI RURAL MAI AAM JANTA KO DIYE JA RAHE HAI","2,13,35","INC","","","PROF. AZMEERA SEETARAM NAIK","TRS",28.5109882354736,"P. BALRAM","INC",25.3988456726074,"BANOTH MOHANLAL","TDP",19.2022190093994,1,16,"ST","7",2014-04-30,1
"485","Andhra Pradesh","Zahirabad",8443,"443-1",2014-04-26,"Mmanik Rao","TRS","Geeta Reddy","INC","Navrattam","TDP","GADIYON KE DWARA, ROAD SHOW, BANNER , DOOR TO DOOR , PUBLIC MEETING","TRS","","","INC","","","","TRS","","","TRS","","","","TRS","","","CNG- PAISE GADIYAN","1,7","CNG- SLUM ARIO MAI SHAHRO MAI OR GAON MAI GAON KE PARDHAN LOGO KO DETE HAI OR PHIR WO LOG","2,31","TRS","","","B.B. PATIL","TRS",46.4612922668457,"SURESH KUMAR SHETKAR","INC",33.2506408691406,"K.MADAN MOHAN RAO","TDP",14.3858366012573,1,5,"GEN","7",2014-04-30,1
"486","Andhra Pradesh","Zahirabad",312,"444-1",2014-04-26,"Geeta Reddy","INC","Maanik Rao","TRS","Baali Ayyar","BSP","CNG , PRS, BSP- GHAR GHAR JAKAR PARICHAY DE RAHE HAI, RALLEYAN HO RAHI HAI PARCHE BHI BANTE JA RAHE","INC","","","INC","","","","INC","","","INC","","","","INC","","","CNG-SAADI OR PAISE BANTE JA RAHE HAI","1,10","CNG- GAON MAI SARPUNCH KO DIYE JA RAHE HAI SLUM ARIA BAHUT HI GARIB HAI USE BANTE JA RAHE HAI","2,31","TRS","","","B.B. PATIL","TRS",46.4612922668457,"SURESH KUMAR SHETKAR","INC",33.2506408691406,"K.MADAN MOHAN RAO","TDP",14.3858366012573,1,5,"GEN","7",2014-04-30,1
"487","Andhra Pradesh","Peddapalle",64,"445-1",2014-04-26,"Bal Kaswan","TRS","Vivekanadsuman","INC","Sharad Babu","TDP","PRS- BANNER, BAITHAK, PUMPLET ,CNG- GHAR GHAR JATE HAI, MORCHA , CDP-PUMPLET, BANNER, BAITHAK,MORCHA","INC","","","INC","","","","INC","","","INC","","","","INC","","","CNG-PAISA DIYA GAYA HAI","1","CNG- GARIBO KO DIYA GAYA HAI","12","INC","","","BALKA SUMAN","TRS",55.3223304748535,"G. VIVEKANAND","INC",26.8384170532227,"DR.JANAPATI SARAT BABU","TDP",6.1959490776062,1,2,"SC","7",2014-04-30,1
"488","Andhra Pradesh","Peddapalle",409,"446-1",2014-04-26,"Bal Kaswan","TRS","Vivekanad Suman","INC","Sharad Babu","TDP","PRS-BANNER,BAITHAK, MORCHA , CNG-GHAR GHAR JATE HAI, JHANDA, PUMPLET, CDP- BANNER GHAR GHAR JATE HAI","INC","","","INC","","","","INC","","","INC","","","","INC","","","CNG-PAISE DIYE JA RAHE AHI","1","CNG-GARIBO KO DIYA JA RAHA HAI","12","INC","","","BALKA SUMAN","TRS",55.3223304748535,"G. VIVEKANAND","INC",26.8384170532227,"DR.JANAPATI SARAT BABU","TDP",6.1959490776062,1,2,"SC","7",2014-04-30,1
"489","Andhra Pradesh","Medak",80,"447-1",2014-04-26,"Shrawan Kumar Reddy","INC","Chanrashekhar Rao","TRS","Narender Nath","BJP","RALLEYAN, MEDIA KE DWARA, HELICOPTER DWARA LOG AANA JAANA KAR RAHE HAI, APNA PARCHAR PARSAR KAR RAHE","INC","","","INC","","","","INC","","","TRS","","","","INC","","","CNG-PAISE, SHARAB, MOBILE , SADIYAN","1,3,6,10","CNG-SHAHRO MAI SLUM ARIO MAI OR GAON MAI, MIDDLE CLASS WALE LOGO KO DETE HAI","2,13,18","INC","","","KALVAKUNTLA CHANDRASEKHAR RAO","TRS",55.2005882263184,"DR.P. SHRAVAN KUMAR REDDY","INC",21.8675060272217,"CHAGANLA NARENDRA NATH","BJP",15.2635889053345,1,6,"GEN","7",2014-04-30,1
"490","Andhra Pradesh","Medak",314,"448-1",2014-04-26,"Kesiyaar","TRS","Shrawan Kumar Reddy","INC","Narender Nath","BJP","BANNER, KARYAKARTA LOG GALI GALI MAI JAKAR LOGO SE MILTE HAI, AUTO LEKAR BHI APNA PARCHAR PARSAR","BJP","","","BJP","","","","BJP","","","TRS","","","","TRS","","","BJP-SAADI , KAPDE BANT RAHE HAI","5,10","BJP- GARIB OR ASAHAYE LOGO KO DETE HAI","12","TRS","","","KALVAKUNTLA CHANDRASEKHAR RAO","TRS",55.2005882263184,"DR.P. SHRAVAN KUMAR REDDY","INC",21.8675060272217,"CHAGANLA NARENDRA NATH","BJP",15.2635889053345,1,6,"GEN","7",2014-04-30,1
"491","Uttar Pradesh","Hamirpur",288,"449-1",2014-04-26,"Kushtet Chandel Singh","BJP","Pritam Singh Lodi","INC","Wishmar Nishad","BSP","BJP- BANNER,MORCHA,GHAR GHAR JATE HAI, CNG- BAITHAK ,BANNER , MEETING, BSP-HORDING, BAITHAK, JHANDA","BSP","","","BSP","","","","BSP","","","BSP","","","","BSP","","","BSP-PAISA DIYA GAYA","1","BSP-GARIBO OR AAM LOGO KO DIYA JAYEGA","12,35","BSP","","","KUNWAR PUSHPENDRA SINGH CHANDEL","BJP",46.5407485961914,"BISHAMBHAR PRASAD NISHAD","SP",19.1846103668213,"RAKESH KUMAR GOSWAMI","BSP",18.0833435058594,NA,47,"GEN","7",2014-04-30,1
"492","Uttar Pradesh","Hamirpur",335,"450-1",2014-04-26,"","","","","","","BJP-BANNER JHANDA, GHAR GHAR JAKAR BAAT KAR RAHE HAI, CNG- MORCHA BAITHAK, BANNER","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","BJP- PAISA DIYA JAYEGA OR PAANI , SHARAB BATEGA","","BJP- AAM , GARIB KO DIYA JAYEGA","","BJP","","","KUNWAR PUSHPENDRA SINGH CHANDEL","BJP",46.5407485961914,"BISHAMBHAR PRASAD NISHAD","SP",19.1846103668213,"RAKESH KUMAR GOSWAMI","BSP",18.0833435058594,NA,47,"GEN","7",2014-04-30,1
"493","Uttar Pradesh","Jalaun",292,"451-1",2014-04-26,"Rajnath Singh","BJP","Gita Magun Joshi","INC","Dan Sayam Anurag","SP","BJP+CNG+SAMAJVADI PARTY= SABHA HO RAH H ROAD SHOW KIY AJ A RAH H , MEETING HO RAHI H","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","BJP=CASH BAT RAH H","1","BJP= GARIBO K BICH BAT RAH H","12","BJP","","","BHANU PRATAP SINGH VERMA","BJP",49.46337890625,"BRIJLAL KHABRI","BSP",23.5698719024658,"GHANSHAYAM ANURAGI","SP",16.3114452362061,1,45,"GEN","7",2014-04-30,1
"494","Uttar Pradesh","Basti",152,"452-1",2014-04-26,"Uma Barti","BJP","Pardeep Jain Barti","INC","Anuradha Sharma","BSP","RALLY , JAN SABH , POSTER, PAMPLET, GAV GAV JAKER LOGO S MILNA AMM SABH VAGERA","INC","","","BJP","","","","INC","","","BJP","","","","BJP","","","BJP=SARAB ,CASH","1,3","BJP= SALAM ARIA M HOTI H BATA H","2","BJP","","","HARISH CHANDRA  ALIAS  HARISH DWIVEDI","BJP",34.1123886108398,"BRIJ KISHOR SINGH DIMPAL","SP",30.9115390777588,"RAM PRASAD CHAUDHARY","BSP",27.0613059997559,1,61,"GEN","8",2014-05-07,1
"495","Uttar Pradesh","Jalaun",152,"452-2",2014-04-26,"Manu Partap","BJP","Danram Anurag","SP","Biraj Lal Kavari","BSP","JAN SABH, AMM SABH ,RALLY , DOOR TO DOOR M JAKER LOGO SE MILNA","SP","","","SP","","","","SP","","","SP","","","","SP","","","SAMJVADI PARTY=CASH","1","SAMAJVADI PARTY=M GARIB OR ASHISAKT LOGO KO DA TA HU","1,12","SP","","","BHANU PRATAP SINGH VERMA","BJP",49.46337890625,"BRIJLAL KHABRI","BSP",23.5698719024658,"GHANSHAYAM ANURAGI","SP",16.3114452362061,1,45,"GEN","7",2014-04-30,1
"496","Uttar Pradesh","Jhansi",162,"453-1",2014-04-26,"Uma Barti","BJP","Chanddayel Yadav","SP","Pardeep Jain Adiyta","INC","BJP+SAMJVADI PARTY+CNG=BANNER, POSTER DURA PARCHER KIY JA RAH H ,IN PARTY KO GADI BHI DI JARI H GUM","BJP","","","SP","","","","SP","","","BJP","","","","SP","","","SAMAJVADI PARTY=KANNA KILYA J RAH H ,SARAB BHI BATI JA RAHI H PASE BHI BAT JA RAH H","1,2,3","SAMAJVADI PARTY=SABHI KO BAT JA RAH H","17","BJP","","","UMA BHARATI","BJP",43.6013984680176,"DR. CHANDRAPAL SINGH YADAV","SP",29.1808624267578,"ANURADHA SHARMA","BSP",16.1865043640137,1,46,"GEN","7",2014-04-30,1
"497","Maharashtra","Satara",52,"454-1",2014-04-02,"Uda Mahraja Bosal","NCP","Ashok Gaykonda","RPI(A)","","","NCP=SABH BULAI , RALLY . ROI= MORCH , BATAK , BANNER","NCP","","","NCP","","","","NCP","","","NCP","","","","NCP","","","NCP=PANI KI BAJNA SURO KAR DIYA","","NCP=GARAMIN STARO KO KI GAI H","13","NCP","","","SHRIMANT CHH.  UDAYANRAJE PRATAPSINHA BHONSALE","NCP",53.5006828308105,"PURUSHOTTAM JADHAV","IND",15.9660110473633,"RAJENDRA MADHUKAR CHORAGE","AAAP",8.44584846496582,1,45,"GEN","5",2014-04-17,1
"498","Maharashtra","Hatkanangle",59,"455-1",2014-04-17,"Sanjay Patila","BJP","Partik Patila","INC","","","CNG+BJP= RALLY ,SABHA HUAI , GAHR GHAR JAKER PARICHA DIYA GAYA .","INC","","","INC","","","","BJP","","","BJP","","","","INC","","","CNG= CASH BATA AND SARAB BHI BATI H","1,3","CNG=SLAM ARIA M PASE OR SARAB BATI H","2","BJP","","","RAJU SHETTY","SWP",53.8685874938965,"AWADE KALLAPPA BABURAO","INC",38.9123802185059,"SURESHDADA PATIL","IND",2.15734076499939,1,48,"GEN","5",2014-04-17,1
"499","Maharashtra","Hatkanangle",7,"456-1",2014-04-28,"","BJP","","INC","Narsim Khan","AAAP","RALLY , ROAD SHOW ,DOOR TO DOOR","BJP","","","BJP","","","","BJP","","","INC","","","","BJP","","","","","","","BJP","","","RAJU SHETTY","SWP",53.8685874938965,"AWADE KALLAPPA BABURAO","INC",38.9123802185059,"SURESHDADA PATIL","IND",2.15734076499939,1,48,"GEN","5",2014-04-17,1
"500","Maharashtra","Hatkanangle",6,"457-1",2014-04-28,"Partik Patila","INC","Sanjay Patila","BJP","","","AMM SABH, RALLY ,POSTER,POSTER,RIKSHA M CHAL K LOGO S MILNA","BJP","","","","","","","BJP","","","BJP","","","","BJP","","","","","","","BJP","","","RAJU SHETTY","SWP",53.8685874938965,"AWADE KALLAPPA BABURAO","INC",38.9123802185059,"SURESHDADA PATIL","IND",2.15734076499939,1,48,"GEN","5",2014-04-17,0
"501","Maharashtra","Madha",431,"458-1",2014-05-02,"Babnsuda","BJP","Sunil Kumar Singh","INC","","","BJP = PATYATRA , RALLY , BANNER. CNG= BANNER, BATAK","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","BJP=KAPLADA ,PASE BAT GAYA H","1","BJP= GARIB KO DIYA GAYA H","12","BJP","","","MOHITE PATIL VIJAYSINH SHANKARRAO","NCP",45.3853645324707,"SADABHAU RAMCHANDRA KHOT","SWP",43.0378684997559,"MOHITE-PATIL PRATAPSINH SHANKARRAO","IND",2.33295273780823,1,43,"GEN","5",2014-04-17,1
"502","Maharashtra","Sangli",417,"459-1",2014-04-02,"Prateek Patil","INC","Sanjay Patil","BJP","","","BIG SABHAE RAILIES CNG SABHAE RAILIES","BJP","INC","","INC","","","","INC","","","BJP","","","","BJP","","","CNG PESE BATE","1","CNG SABHI VOTERS KO PESA DIYA","17","BJP","","","SANJAYKAKA PATIL","BJP",58.4300155639648,"PATIL PRATIK PRAKASHBAPU","INC",35.567554473877,"BANDGAR NANASO BALASO","BSP",1.08707797527313,1,44,"GEN","5",2014-04-17,1
"503","Maharashtra","Nanded",347,"460-1",2014-04-28,"Dibi Patila","BJP","Ashok Chuhan","INC","","","BJP=BANNER,MORCH. CNG= DATAK . GHAR GHAR JAT H Q","INC","","","INC","","","","INC","","","INC","","","","INC","","","CNG= CASH DIYA PANI K VAYVASTA","1,21","CNG= GARIB KI MADAD KI GAI","12","INC","","","ASHOK SHANKARRAO CHAVAN","INC",48.6579170227051,"D. B. PATIL","BJP",40.6197280883789,"RAJRATNA AMBEDKAR","BMUP",2.8072235584259,NA,16,"GEN","5",2014-04-17,1
"504","Maharashtra","Solapur",478,"461-1",2014-04-28,"Sarad Vasuda","BJP","Sushil Kumar Singh","INC","","","BJP=BANNER, BATAK. CNG = GHAR GHAR JAT H .MORCH .","INC","","","INC","","","","INC","","","INC","","","","INC","","","CNG= CASH DIYA H","1","CNG= GARIBO KO DIYA KAYA H","12","INC","","","SHARAD BANSODE","BJP",54.4447479248047,"SHINDE SUSHILKUMAR SAMBHAJIRAO","INC",38.7094841003418,"ADV. SANJEEV SIDRAM SADAFULE","BSP",2.00178503990173,1,42,"SC","5",2014-04-17,1
"505","Maharashtra","Shirur",37,"462-1",2014-04-29,"Shivaji Rav Aadalrav","SHS","Dav Dant Nikkam","CPM","Ashok Kadidavrada","MNS","RALLY , AM SABHA , ROAD SHOW , GADIYO M MICK LAGAKER","SHS","","","SHS","","","","SHS","","","SHS","","","","SHS","","","SHIVSANNA= GADI M FREE PETROL BARKAER KANA KILANA","2,12","SHIV SANNA= GARMIN KO GADIYA KI SUDAER DI OR KANN KILAYA  GAYA","13","SHS","","","ADHALRAO SHIVAJI DATTATREY","SHS",59.0556640625,"NIKAM DEVDATTA JAYWANT","NCP",31.3537502288818,"ASHOK SHIRPATI KHANDEBHARAD","MNS",3.34536933898926,NA,36,"GEN","5",2014-04-17,1
"506","Maharashtra","Shirur",427,"463-1",2014-05-02,"Shivaji Rav Adal Rav","SHS","Dav Data Nikm","NCP","Ashok Kandarada","MNS","SHIV SANNA +NCP+MNC= PABLIC MEETING HO RAHI H , SABHA HO RAHI H DOOR TO DOOR BHI MIL GAY H RALLY BHI","SHS","","","NCP","","","","SHS","","","SHS","","","","MNS","","","NCP=CASH , KAHNNA BHI KILAYA","1,2","NCP=SLAM ARIA KO PASE OR KAN BATA H","2","SHS","","","ADHALRAO SHIVAJI DATTATREY","SHS",59.0556640625,"NIKAM DEVDATTA JAYWANT","NCP",31.3537502288818,"ASHOK SHIRPATI KHANDEBHARAD","MNS",3.34536933898926,NA,36,"GEN","5",2014-04-17,1
"507","Maharashtra","Shirdi",475,"464-1",2014-04-28,"Sada Sur Loknada","SHS","Bahu Sahib Vakcura","INC","","","SHIVSANNA = CUTI BATI SABHA HUAI, GAV GAV JAKER LOGO S MULAKAT BHI KI  ..CNG=CUTI SABHA (MEETING) KI","INC","","","INC","","","","INC","","","SHS","","","","INC","","","CNG=CASH BATA H","1","CNG=BOTH PAR SAB KO PASE BAT GAYA H","17","SHS","","","LOKHANDE SADASHIV KISAN","SHS",57.1424293518066,"BHAUSAHEB RAJARAM WAKCHAURE","INC",35.7064056396484,"NITIN NAVNATH UDMALE","AAAP",1.24162995815277,1,38,"SC","5",2014-04-17,1
"508","Maharashtra","Shirdi",454,"465-1",2014-04-28,"Sada Shiv Loknada","BJP","Vak Davra","INC","","","BJP= MEETNG KIY GAY H , SABAYA BHI HUAI . CNG= MEETING KIYA GAY ,","INC","","","INC","","","","BJP","","","INC","","","","BJP","","","CNG= SATAK BATAYA RAH H","","CNG=GAV SATSH M SARADA BANTA RAH H","","BJP","","","LOKHANDE SADASHIV KISAN","SHS",57.1424293518066,"BHAUSAHEB RAJARAM WAKCHAURE","INC",35.7064056396484,"NITIN NAVNATH UDMALE","AAAP",1.24162995815277,1,38,"SC","5",2014-04-17,1
"509","Maharashtra","Ratnagiri-Sindhudurg",8,"466-1",2014-04-28,"Vinayak Rahat","SHS","Nilash Rani","INC","","","RALLY , AMM SABH , POSTER, PAMPLET, GADIYA DURA GAV GAV M JAKER JANTA S MILN BAT KARNA","INC","","","INC","","","","INC","","","SHS","","","","INC","","","CNG=PASE, SARAB","1,3","CNG=GAV M GARIB OR ASHISHIT LOGO KI SHAR M SLAM ARIA M","1,2,12,13,","SHS","","","VINAYAK BHAURAO RAUT","SHS",55.0164222717285,"NILESH NARAYAN RANE","INC",38.2744445800781,"AYARE RAJENDRA LAHU","BSP",1.46029710769653,1,46,"GEN","5",2014-04-17,1
"510","Maharashtra","Ratnagiri-Sindhudurg",9,"467-1",2014-04-28,"Vinayak Ravat","SHS","Dr. Nilash Rani","INC","","","RALLY, JANSABH ,AMM SABH , ROAD SHOW, GAV GAV JAKER LOGO S MILNA","INC","","","INC","","","","SHS","","","SHS","","","","INC","","","CNG=CASH.SARAB","1,3","CNG= GAV M SABHI PARKER K VOTO KO PASE OR SARAB DITYA JAT H","13","SHS","","","VINAYAK BHAURAO RAUT","SHS",55.0164222717285,"NILESH NARAYAN RANE","INC",38.2744445800781,"AYARE RAJENDRA LAHU","BSP",1.46029710769653,1,46,"GEN","5",2014-04-17,1
"511","Maharashtra","Osmanabad",438,"468-1",2014-04-02,"Datatre Bansore","INC","Dr Sunil Gaykwar","BJP","","","BJP BADI SABHAE RAILIYA CNG CHOTI SABHA RAILY","INC","","","INC","","","","BJP","","","BJP","","","","INC","","","CNG CHATA SAREE PANI KI BOTAL BEG KA SET","10,21","CONG SLUM AREA KI OR BDE BDE DUKANDARO KO DIYA HAI","2","BJP","","","GAIKWAD RAVINDRA VISHWANATH","SHS",54.3485641479492,"PATIL PADMASINHA BAJIRAO","NCP",33.39208984375,"DHALE PADMASHEEL RAMCHANDRA","BSP",2.5329315662384,1,40,"GEN","5",2014-04-17,1
"512","Maharashtra","Latur",438,"468-2",2014-04-02,"Dr Pradmisiyapatil","NCP","Dr Ravi Gaykuwar","SHS","","","NCP SHIVSENA GAU GAU JAKR GHAR GHAR JAKR MILE SABHAE RAILLIES","NCP","","","NCP","","","","NCP","","","NCP","","","","NCP","","","NCP DHABE PE KHANE PINA MUFT","2","NCP SABHI JATIYO KO KHANA MUFT","17","SHS","","","DR. SUNIL BALIRAM GAIKWAD","BJP",58.3176956176758,"BANSODE DATTATRAY GUNDERAO","INC",34.3481941223145,"KAMBLE DEEPAK ARVIND","BSP",1.89461159706116,NA,41,"SC","5",2014-04-17,1
